Date,Year,Month,Day,Day_of_Week,Sensor_ID,Sensor_Name,Daily_Counts
2/12/2018,2018,February,12,Monday,2,Bourke Street Mall (South),23268
2/13/2018,2018,February,13,Tuesday,2,Bourke Street Mall (South),23922
2/14/2018,2018,February,14,Wednesday,2,Bourke Street Mall (South),25561
2/15/2018,2018,February,15,Thursday,2,Bourke Street Mall (South),26029
2/16/2018,2018,February,16,Friday,2,Bourke Street Mall (South),28670
2/17/2018,2018,February,17,Saturday,2,Bourke Street Mall (South),46585
2/18/2018,2018,February,18,Sunday,2,Bourke Street Mall (South),31814
2/19/2018,2018,February,19,Monday,2,Bourke Street Mall (South),22431
2/20/2018,2018,February,20,Tuesday,2,Bourke Street Mall (South),22550
2/21/2018,2018,February,21,Wednesday,2,Bourke Street Mall (South),23473
2/22/2018,2018,February,22,Thursday,2,Bourke Street Mall (South),25228
2/23/2018,2018,February,23,Friday,2,Bourke Street Mall (South),28153
2/24/2018,2018,February,24,Saturday,2,Bourke Street Mall (South),25085
2/25/2018,2018,February,25,Sunday,2,Bourke Street Mall (South),21621
2/26/2018,2018,February,26,Monday,2,Bourke Street Mall (South),22568
2/27/2018,2018,February,27,Tuesday,2,Bourke Street Mall (South),21196
2/28/2018,2018,February,28,Wednesday,2,Bourke Street Mall (South),21578
3/1/2018,2018,March,1,Thursday,2,Bourke Street Mall (South),24037
3/2/2018,2018,March,2,Friday,2,Bourke Street Mall (South),27520
3/3/2018,2018,March,3,Saturday,2,Bourke Street Mall (South),24473
3/4/2018,2018,March,4,Sunday,2,Bourke Street Mall (South),20344
3/5/2018,2018,March,5,Monday,2,Bourke Street Mall (South),21484
3/6/2018,2018,March,6,Tuesday,2,Bourke Street Mall (South),22649
3/7/2018,2018,March,7,Wednesday,2,Bourke Street Mall (South),23373
3/8/2018,2018,March,8,Thursday,2,Bourke Street Mall (South),25320
3/9/2018,2018,March,9,Friday,2,Bourke Street Mall (South),30957
3/10/2018,2018,March,10,Saturday,2,Bourke Street Mall (South),29967
3/11/2018,2018,March,11,Sunday,2,Bourke Street Mall (South),29265
3/12/2018,2018,March,12,Monday,2,Bourke Street Mall (South),23883
3/13/2018,2018,March,13,Tuesday,2,Bourke Street Mall (South),23278
3/14/2018,2018,March,14,Wednesday,2,Bourke Street Mall (South),23655
3/15/2018,2018,March,15,Thursday,2,Bourke Street Mall (South),24347
3/16/2018,2018,March,16,Friday,2,Bourke Street Mall (South),28324
3/17/2018,2018,March,17,Saturday,2,Bourke Street Mall (South),24054
3/18/2018,2018,March,18,Sunday,2,Bourke Street Mall (South),18713
3/19/2018,2018,March,19,Monday,2,Bourke Street Mall (South),22261
3/20/2018,2018,March,20,Tuesday,2,Bourke Street Mall (South),22418
3/21/2018,2018,March,21,Wednesday,2,Bourke Street Mall (South),23650
3/22/2018,2018,March,22,Thursday,2,Bourke Street Mall (South),25214
3/23/2018,2018,March,23,Friday,2,Bourke Street Mall (South),29293
3/24/2018,2018,March,24,Saturday,2,Bourke Street Mall (South),22892
3/25/2018,2018,March,25,Sunday,2,Bourke Street Mall (South),19565
3/26/2018,2018,March,26,Monday,2,Bourke Street Mall (South),21994
3/27/2018,2018,March,27,Tuesday,2,Bourke Street Mall (South),22549
3/28/2018,2018,March,28,Wednesday,2,Bourke Street Mall (South),23538
3/29/2018,2018,March,29,Thursday,2,Bourke Street Mall (South),28878
3/30/2018,2018,March,30,Friday,2,Bourke Street Mall (South),14218
3/31/2018,2018,March,31,Saturday,2,Bourke Street Mall (South),31641
4/1/2018,2018,April,1,Sunday,2,Bourke Street Mall (South),22595
4/2/2018,2018,April,2,Monday,2,Bourke Street Mall (South),21282
4/3/2018,2018,April,3,Tuesday,2,Bourke Street Mall (South),25709
4/4/2018,2018,April,4,Wednesday,2,Bourke Street Mall (South),26204
4/5/2018,2018,April,5,Thursday,2,Bourke Street Mall (South),26913
4/6/2018,2018,April,6,Friday,2,Bourke Street Mall (South),31057
4/7/2018,2018,April,7,Saturday,2,Bourke Street Mall (South),25973
4/8/2018,2018,April,8,Sunday,2,Bourke Street Mall (South),18540
4/9/2018,2018,April,9,Monday,2,Bourke Street Mall (South),22554
4/10/2018,2018,April,10,Tuesday,2,Bourke Street Mall (South),21949
4/11/2018,2018,April,11,Wednesday,2,Bourke Street Mall (South),22772
4/12/2018,2018,April,12,Thursday,2,Bourke Street Mall (South),24656
4/13/2018,2018,April,13,Friday,2,Bourke Street Mall (South),31478
4/14/2018,2018,April,14,Saturday,2,Bourke Street Mall (South),22940
4/15/2018,2018,April,15,Sunday,2,Bourke Street Mall (South),19812
4/16/2018,2018,April,16,Monday,2,Bourke Street Mall (South),20350
4/17/2018,2018,April,17,Tuesday,2,Bourke Street Mall (South),22400
4/18/2018,2018,April,18,Wednesday,2,Bourke Street Mall (South),24008
4/19/2018,2018,April,19,Thursday,2,Bourke Street Mall (South),25539
4/20/2018,2018,April,20,Friday,2,Bourke Street Mall (South),30164
4/21/2018,2018,April,21,Saturday,2,Bourke Street Mall (South),27046
4/22/2018,2018,April,22,Sunday,2,Bourke Street Mall (South),20204
4/23/2018,2018,April,23,Monday,2,Bourke Street Mall (South),22421
4/24/2018,2018,April,24,Tuesday,2,Bourke Street Mall (South),24852
4/25/2018,2018,April,25,Wednesday,2,Bourke Street Mall (South),20946
4/26/2018,2018,April,26,Thursday,2,Bourke Street Mall (South),24692
4/27/2018,2018,April,27,Friday,2,Bourke Street Mall (South),27476
4/28/2018,2018,April,28,Saturday,2,Bourke Street Mall (South),27450
4/29/2018,2018,April,29,Sunday,2,Bourke Street Mall (South),18380
4/30/2018,2018,April,30,Monday,2,Bourke Street Mall (South),20877
5/1/2018,2018,May,1,Tuesday,2,Bourke Street Mall (South),20500
5/2/2018,2018,May,2,Wednesday,2,Bourke Street Mall (South),20977
5/3/2018,2018,May,3,Thursday,2,Bourke Street Mall (South),22374
5/4/2018,2018,May,4,Friday,2,Bourke Street Mall (South),25539
5/5/2018,2018,May,5,Saturday,2,Bourke Street Mall (South),25607
5/6/2018,2018,May,6,Sunday,2,Bourke Street Mall (South),18617
5/7/2018,2018,May,7,Monday,2,Bourke Street Mall (South),19899
5/8/2018,2018,May,8,Tuesday,2,Bourke Street Mall (South),20892
5/9/2018,2018,May,9,Wednesday,2,Bourke Street Mall (South),21693
5/10/2018,2018,May,10,Thursday,2,Bourke Street Mall (South),20607
5/11/2018,2018,May,11,Friday,2,Bourke Street Mall (South),20607
5/12/2018,2018,May,12,Saturday,2,Bourke Street Mall (South),24211
5/13/2018,2018,May,13,Sunday,2,Bourke Street Mall (South),18563
5/14/2018,2018,May,14,Monday,2,Bourke Street Mall (South),20014
5/15/2018,2018,May,15,Tuesday,2,Bourke Street Mall (South),18591
5/16/2018,2018,May,16,Wednesday,2,Bourke Street Mall (South),20936
5/17/2018,2018,May,17,Thursday,2,Bourke Street Mall (South),21188
5/18/2018,2018,May,18,Friday,2,Bourke Street Mall (South),26234
5/19/2018,2018,May,19,Saturday,2,Bourke Street Mall (South),26064
5/20/2018,2018,May,20,Sunday,2,Bourke Street Mall (South),17253
5/21/2018,2018,May,21,Monday,2,Bourke Street Mall (South),19369
5/22/2018,2018,May,22,Tuesday,2,Bourke Street Mall (South),19654
5/23/2018,2018,May,23,Wednesday,2,Bourke Street Mall (South),20679
5/24/2018,2018,May,24,Thursday,2,Bourke Street Mall (South),22760
5/25/2018,2018,May,25,Friday,2,Bourke Street Mall (South),26504
5/26/2018,2018,May,26,Saturday,2,Bourke Street Mall (South),23609
5/27/2018,2018,May,27,Sunday,2,Bourke Street Mall (South),17718
5/28/2018,2018,May,28,Monday,2,Bourke Street Mall (South),20131
5/29/2018,2018,May,29,Tuesday,2,Bourke Street Mall (South),20198
5/30/2018,2018,May,30,Wednesday,2,Bourke Street Mall (South),20438
5/31/2018,2018,May,31,Thursday,2,Bourke Street Mall (South),21362
6/1/2018,2018,June,1,Friday,2,Bourke Street Mall (South),25669
6/2/2018,2018,June,2,Saturday,2,Bourke Street Mall (South),24566
6/3/2018,2018,June,3,Sunday,2,Bourke Street Mall (South),18471
6/4/2018,2018,June,4,Monday,2,Bourke Street Mall (South),20376
6/5/2018,2018,June,5,Tuesday,2,Bourke Street Mall (South),20788
6/6/2018,2018,June,6,Wednesday,2,Bourke Street Mall (South),24201
6/7/2018,2018,June,7,Thursday,2,Bourke Street Mall (South),23249
6/8/2018,2018,June,8,Friday,2,Bourke Street Mall (South),25546
6/9/2018,2018,June,9,Saturday,2,Bourke Street Mall (South),27342
6/10/2018,2018,June,10,Sunday,2,Bourke Street Mall (South),23962
6/11/2018,2018,June,11,Monday,2,Bourke Street Mall (South),19435
6/12/2018,2018,June,12,Tuesday,2,Bourke Street Mall (South),21015
6/13/2018,2018,June,13,Wednesday,2,Bourke Street Mall (South),20933
6/14/2018,2018,June,14,Thursday,2,Bourke Street Mall (South),23195
6/15/2018,2018,June,15,Friday,2,Bourke Street Mall (South),25494
6/16/2018,2018,June,16,Saturday,2,Bourke Street Mall (South),25288
6/17/2018,2018,June,17,Sunday,2,Bourke Street Mall (South),14028
6/18/2018,2018,June,18,Monday,2,Bourke Street Mall (South),20849
6/19/2018,2018,June,19,Tuesday,2,Bourke Street Mall (South),23015
6/20/2018,2018,June,20,Wednesday,2,Bourke Street Mall (South),22503
6/21/2018,2018,June,21,Thursday,2,Bourke Street Mall (South),23998
6/22/2018,2018,June,22,Friday,2,Bourke Street Mall (South),26231
6/23/2018,2018,June,23,Saturday,2,Bourke Street Mall (South),23475
6/24/2018,2018,June,24,Sunday,2,Bourke Street Mall (South),19258
6/25/2018,2018,June,25,Monday,2,Bourke Street Mall (South),20380
6/26/2018,2018,June,26,Tuesday,2,Bourke Street Mall (South),20305
6/27/2018,2018,June,27,Wednesday,2,Bourke Street Mall (South),21639
6/28/2018,2018,June,28,Thursday,2,Bourke Street Mall (South),22399
6/29/2018,2018,June,29,Friday,2,Bourke Street Mall (South),25152
6/30/2018,2018,June,30,Saturday,2,Bourke Street Mall (South),22827
7/1/2018,2018,July,1,Sunday,2,Bourke Street Mall (South),19096
7/2/2018,2018,July,2,Monday,2,Bourke Street Mall (South),22096
7/3/2018,2018,July,3,Tuesday,2,Bourke Street Mall (South),22087
7/4/2018,2018,July,4,Wednesday,2,Bourke Street Mall (South),23581
7/5/2018,2018,July,5,Thursday,2,Bourke Street Mall (South),24548
7/6/2018,2018,July,6,Friday,2,Bourke Street Mall (South),28867
7/7/2018,2018,July,7,Saturday,2,Bourke Street Mall (South),24557
7/8/2018,2018,July,8,Sunday,2,Bourke Street Mall (South),20184
7/9/2018,2018,July,9,Monday,2,Bourke Street Mall (South),23824
7/10/2018,2018,July,10,Tuesday,2,Bourke Street Mall (South),22910
7/11/2018,2018,July,11,Wednesday,2,Bourke Street Mall (South),23806
7/12/2018,2018,July,12,Thursday,2,Bourke Street Mall (South),25246
7/13/2018,2018,July,13,Friday,2,Bourke Street Mall (South),29233
7/14/2018,2018,July,14,Saturday,2,Bourke Street Mall (South),26124
7/15/2018,2018,July,15,Sunday,2,Bourke Street Mall (South),19456
7/16/2018,2018,July,16,Monday,2,Bourke Street Mall (South),21023
7/17/2018,2018,July,17,Tuesday,2,Bourke Street Mall (South),20154
7/18/2018,2018,July,18,Wednesday,2,Bourke Street Mall (South),22387
7/19/2018,2018,July,19,Thursday,2,Bourke Street Mall (South),23015
7/20/2018,2018,July,20,Friday,2,Bourke Street Mall (South),26053
7/21/2018,2018,July,21,Saturday,2,Bourke Street Mall (South),25799
7/22/2018,2018,July,22,Sunday,2,Bourke Street Mall (South),19832
7/23/2018,2018,July,23,Monday,2,Bourke Street Mall (South),19062
7/24/2018,2018,July,24,Tuesday,2,Bourke Street Mall (South),18558
7/25/2018,2018,July,25,Wednesday,2,Bourke Street Mall (South),21801
7/26/2018,2018,July,26,Thursday,2,Bourke Street Mall (South),22420
7/27/2018,2018,July,27,Friday,2,Bourke Street Mall (South),28131
7/28/2018,2018,July,28,Saturday,2,Bourke Street Mall (South),27806
7/29/2018,2018,July,29,Sunday,2,Bourke Street Mall (South),18609
7/30/2018,2018,July,30,Monday,2,Bourke Street Mall (South),18831
7/31/2018,2018,July,31,Tuesday,2,Bourke Street Mall (South),20319
8/1/2018,2018,August,1,Wednesday,2,Bourke Street Mall (South),21570
8/2/2018,2018,August,2,Thursday,2,Bourke Street Mall (South),23413
8/3/2018,2018,August,3,Friday,2,Bourke Street Mall (South),25356
8/4/2018,2018,August,4,Saturday,2,Bourke Street Mall (South),24926
8/5/2018,2018,August,5,Sunday,2,Bourke Street Mall (South),19289
8/6/2018,2018,August,6,Monday,2,Bourke Street Mall (South),19451
8/7/2018,2018,August,7,Tuesday,2,Bourke Street Mall (South),19937
8/8/2018,2018,August,8,Wednesday,2,Bourke Street Mall (South),20204
8/9/2018,2018,August,9,Thursday,2,Bourke Street Mall (South),21545
8/10/2018,2018,August,10,Friday,2,Bourke Street Mall (South),25765
8/11/2018,2018,August,11,Saturday,2,Bourke Street Mall (South),22828
8/12/2018,2018,August,12,Sunday,2,Bourke Street Mall (South),19685
8/13/2018,2018,August,13,Monday,2,Bourke Street Mall (South),19633
8/14/2018,2018,August,14,Tuesday,2,Bourke Street Mall (South),20490
8/15/2018,2018,August,15,Wednesday,2,Bourke Street Mall (South),21281
8/16/2018,2018,August,16,Thursday,2,Bourke Street Mall (South),22792
8/17/2018,2018,August,17,Friday,2,Bourke Street Mall (South),27372
8/18/2018,2018,August,18,Saturday,2,Bourke Street Mall (South),23664
8/19/2018,2018,August,19,Sunday,2,Bourke Street Mall (South),16630
8/20/2018,2018,August,20,Monday,2,Bourke Street Mall (South),20012
8/21/2018,2018,August,21,Tuesday,2,Bourke Street Mall (South),19281
8/22/2018,2018,August,22,Wednesday,2,Bourke Street Mall (South),20360
8/23/2018,2018,August,23,Thursday,2,Bourke Street Mall (South),22560
8/24/2018,2018,August,24,Friday,2,Bourke Street Mall (South),26074
8/25/2018,2018,August,25,Saturday,2,Bourke Street Mall (South),25137
8/26/2018,2018,August,26,Sunday,2,Bourke Street Mall (South),17713
8/27/2018,2018,August,27,Monday,2,Bourke Street Mall (South),19779
8/28/2018,2018,August,28,Tuesday,2,Bourke Street Mall (South),20338
8/29/2018,2018,August,29,Wednesday,2,Bourke Street Mall (South),21981
8/30/2018,2018,August,30,Thursday,2,Bourke Street Mall (South),21498
8/31/2018,2018,August,31,Friday,2,Bourke Street Mall (South),34069
9/1/2018,2018,September,1,Saturday,2,Bourke Street Mall (South),21907
9/2/2018,2018,September,2,Sunday,2,Bourke Street Mall (South),17248
9/3/2018,2018,September,3,Monday,2,Bourke Street Mall (South),18504
9/4/2018,2018,September,4,Tuesday,2,Bourke Street Mall (South),20296
9/5/2018,2018,September,5,Wednesday,2,Bourke Street Mall (South),21816
9/6/2018,2018,September,6,Thursday,2,Bourke Street Mall (South),21727
9/7/2018,2018,September,7,Friday,2,Bourke Street Mall (South),26877
9/8/2018,2018,September,8,Saturday,2,Bourke Street Mall (South),24622
9/9/2018,2018,September,9,Sunday,2,Bourke Street Mall (South),17827
9/10/2018,2018,September,10,Monday,2,Bourke Street Mall (South),19870
9/11/2018,2018,September,11,Tuesday,2,Bourke Street Mall (South),20855
9/12/2018,2018,September,12,Wednesday,2,Bourke Street Mall (South),21185
9/13/2018,2018,September,13,Thursday,2,Bourke Street Mall (South),23673
9/14/2018,2018,September,14,Friday,2,Bourke Street Mall (South),28064
9/15/2018,2018,September,15,Saturday,2,Bourke Street Mall (South),21209
9/16/2018,2018,September,16,Sunday,2,Bourke Street Mall (South),17731
9/17/2018,2018,September,17,Monday,2,Bourke Street Mall (South),21839
9/18/2018,2018,September,18,Tuesday,2,Bourke Street Mall (South),19430
9/19/2018,2018,September,19,Wednesday,2,Bourke Street Mall (South),20549
9/20/2018,2018,September,20,Thursday,2,Bourke Street Mall (South),23714
9/21/2018,2018,September,21,Friday,2,Bourke Street Mall (South),29081
9/22/2018,2018,September,22,Saturday,2,Bourke Street Mall (South),24972
9/23/2018,2018,September,23,Sunday,2,Bourke Street Mall (South),18996
9/24/2018,2018,September,24,Monday,2,Bourke Street Mall (South),23761
9/25/2018,2018,September,25,Tuesday,2,Bourke Street Mall (South),24190
9/26/2018,2018,September,26,Wednesday,2,Bourke Street Mall (South),26569
9/27/2018,2018,September,27,Thursday,2,Bourke Street Mall (South),30029
9/28/2018,2018,September,28,Friday,2,Bourke Street Mall (South),24212
9/29/2018,2018,September,29,Saturday,2,Bourke Street Mall (South),20795
9/30/2018,2018,September,30,Sunday,2,Bourke Street Mall (South),20155
10/1/2018,2018,October,1,Monday,2,Bourke Street Mall (South),26226
10/2/2018,2018,October,2,Tuesday,2,Bourke Street Mall (South),24816
10/3/2018,2018,October,3,Wednesday,2,Bourke Street Mall (South),24682
10/4/2018,2018,October,4,Thursday,2,Bourke Street Mall (South),26847
10/5/2018,2018,October,5,Friday,2,Bourke Street Mall (South),32228
10/6/2018,2018,October,6,Saturday,2,Bourke Street Mall (South),27044
10/7/2018,2018,October,7,Sunday,2,Bourke Street Mall (South),18599
10/8/2018,2018,October,8,Monday,2,Bourke Street Mall (South),21825
10/9/2018,2018,October,9,Tuesday,2,Bourke Street Mall (South),19462
10/10/2018,2018,October,10,Wednesday,2,Bourke Street Mall (South),22410
10/11/2018,2018,October,11,Thursday,2,Bourke Street Mall (South),26267
10/12/2018,2018,October,12,Friday,2,Bourke Street Mall (South),29516
10/13/2018,2018,October,13,Saturday,2,Bourke Street Mall (South),26786
10/14/2018,2018,October,14,Sunday,2,Bourke Street Mall (South),19585
10/15/2018,2018,October,15,Monday,2,Bourke Street Mall (South),22143
10/16/2018,2018,October,16,Tuesday,2,Bourke Street Mall (South),19983
10/17/2018,2018,October,17,Wednesday,2,Bourke Street Mall (South),22165
10/18/2018,2018,October,18,Thursday,2,Bourke Street Mall (South),24142
10/19/2018,2018,October,19,Friday,2,Bourke Street Mall (South),28139
10/20/2018,2018,October,20,Saturday,2,Bourke Street Mall (South),21578
10/21/2018,2018,October,21,Sunday,2,Bourke Street Mall (South),20332
10/22/2018,2018,October,22,Monday,2,Bourke Street Mall (South),22041
10/23/2018,2018,October,23,Tuesday,2,Bourke Street Mall (South),21736
10/24/2018,2018,October,24,Wednesday,2,Bourke Street Mall (South),23553
10/25/2018,2018,October,25,Thursday,2,Bourke Street Mall (South),26382
10/26/2018,2018,October,26,Friday,2,Bourke Street Mall (South),30902
10/27/2018,2018,October,27,Saturday,2,Bourke Street Mall (South),25296
10/28/2018,2018,October,28,Sunday,2,Bourke Street Mall (South),20894
10/29/2018,2018,October,29,Monday,2,Bourke Street Mall (South),23492
10/30/2018,2018,October,30,Tuesday,2,Bourke Street Mall (South),23300
10/31/2018,2018,October,31,Wednesday,2,Bourke Street Mall (South),22885
11/1/2018,2018,November,1,Thursday,2,Bourke Street Mall (South),24793
11/2/2018,2018,November,2,Friday,2,Bourke Street Mall (South),28009
11/3/2018,2018,November,3,Saturday,2,Bourke Street Mall (South),23790
11/4/2018,2018,November,4,Sunday,2,Bourke Street Mall (South),21806
11/5/2018,2018,November,5,Monday,2,Bourke Street Mall (South),35032
11/6/2018,2018,November,6,Tuesday,2,Bourke Street Mall (South),13302
11/7/2018,2018,November,7,Wednesday,2,Bourke Street Mall (South),25167
11/8/2018,2018,November,8,Thursday,2,Bourke Street Mall (South),25179
11/9/2018,2018,November,9,Friday,2,Bourke Street Mall (South),23161
11/10/2018,2018,November,10,Saturday,2,Bourke Street Mall (South),25467
11/11/2018,2018,November,11,Sunday,2,Bourke Street Mall (South),21560
11/12/2018,2018,November,12,Monday,2,Bourke Street Mall (South),24378
11/13/2018,2018,November,13,Tuesday,2,Bourke Street Mall (South),23650
11/14/2018,2018,November,14,Wednesday,2,Bourke Street Mall (South),24113
11/15/2018,2018,November,15,Thursday,2,Bourke Street Mall (South),27473
11/16/2018,2018,November,16,Friday,2,Bourke Street Mall (South),30716
11/17/2018,2018,November,17,Saturday,2,Bourke Street Mall (South),27863
11/18/2018,2018,November,18,Sunday,2,Bourke Street Mall (South),21727
11/19/2018,2018,November,19,Monday,2,Bourke Street Mall (South),24354
11/20/2018,2018,November,20,Tuesday,2,Bourke Street Mall (South),22215
11/21/2018,2018,November,21,Wednesday,2,Bourke Street Mall (South),26616
11/22/2018,2018,November,22,Thursday,2,Bourke Street Mall (South),27593
11/23/2018,2018,November,23,Friday,2,Bourke Street Mall (South),34892
11/24/2018,2018,November,24,Saturday,2,Bourke Street Mall (South),28539
11/25/2018,2018,November,25,Sunday,2,Bourke Street Mall (South),24028
11/26/2018,2018,November,26,Monday,2,Bourke Street Mall (South),26336
11/27/2018,2018,November,27,Tuesday,2,Bourke Street Mall (South),24327
11/28/2018,2018,November,28,Wednesday,2,Bourke Street Mall (South),25492
11/29/2018,2018,November,29,Thursday,2,Bourke Street Mall (South),28001
11/30/2018,2018,November,30,Friday,2,Bourke Street Mall (South),33929
12/1/2018,2018,December,1,Saturday,2,Bourke Street Mall (South),30659
12/2/2018,2018,December,2,Sunday,2,Bourke Street Mall (South),24266
12/3/2018,2018,December,3,Monday,2,Bourke Street Mall (South),26053
12/4/2018,2018,December,4,Tuesday,2,Bourke Street Mall (South),27510
12/5/2018,2018,December,5,Wednesday,2,Bourke Street Mall (South),28910
12/6/2018,2018,December,6,Thursday,2,Bourke Street Mall (South),29348
12/7/2018,2018,December,7,Friday,2,Bourke Street Mall (South),28289
12/8/2018,2018,December,8,Saturday,2,Bourke Street Mall (South),32854
12/9/2018,2018,December,9,Sunday,2,Bourke Street Mall (South),26886
12/10/2018,2018,December,10,Monday,2,Bourke Street Mall (South),32101
12/11/2018,2018,December,11,Tuesday,2,Bourke Street Mall (South),31633
12/12/2018,2018,December,12,Wednesday,2,Bourke Street Mall (South),29799
12/13/2018,2018,December,13,Thursday,2,Bourke Street Mall (South),26702
12/14/2018,2018,December,14,Friday,2,Bourke Street Mall (South),32058
12/15/2018,2018,December,15,Saturday,2,Bourke Street Mall (South),35576
12/16/2018,2018,December,16,Sunday,2,Bourke Street Mall (South),28578
12/17/2018,2018,December,17,Monday,2,Bourke Street Mall (South),34052
12/18/2018,2018,December,18,Tuesday,2,Bourke Street Mall (South),34166
12/19/2018,2018,December,19,Wednesday,2,Bourke Street Mall (South),35361
12/20/2018,2018,December,20,Thursday,2,Bourke Street Mall (South),37463
12/21/2018,2018,December,21,Friday,2,Bourke Street Mall (South),36168
12/22/2018,2018,December,22,Saturday,2,Bourke Street Mall (South),40384
12/23/2018,2018,December,23,Sunday,2,Bourke Street Mall (South),41337
12/24/2018,2018,December,24,Monday,2,Bourke Street Mall (South),35015
12/25/2018,2018,December,25,Tuesday,2,Bourke Street Mall (South),11652
12/26/2018,2018,December,26,Wednesday,2,Bourke Street Mall (South),54724
12/27/2018,2018,December,27,Thursday,2,Bourke Street Mall (South),28003
12/28/2018,2018,December,28,Friday,2,Bourke Street Mall (South),29065
12/29/2018,2018,December,29,Saturday,2,Bourke Street Mall (South),26771
12/30/2018,2018,December,30,Sunday,2,Bourke Street Mall (South),24861
12/31/2018,2018,December,31,Monday,2,Bourke Street Mall (South),28553
1/1/2019,2019,January,1,Tuesday,2,Bourke Street Mall (South),17957
1/2/2019,2019,January,2,Wednesday,2,Bourke Street Mall (South),25945
1/3/2019,2019,January,3,Thursday,2,Bourke Street Mall (South),26152
1/4/2019,2019,January,4,Friday,2,Bourke Street Mall (South),19218
1/5/2019,2019,January,5,Saturday,2,Bourke Street Mall (South),23454
1/6/2019,2019,January,6,Sunday,2,Bourke Street Mall (South),19735
1/7/2019,2019,January,7,Monday,2,Bourke Street Mall (South),25087
1/8/2019,2019,January,8,Tuesday,2,Bourke Street Mall (South),24486
1/9/2019,2019,January,9,Wednesday,2,Bourke Street Mall (South),26116
1/10/2019,2019,January,10,Thursday,2,Bourke Street Mall (South),25915
1/11/2019,2019,January,11,Friday,2,Bourke Street Mall (South),26140
1/12/2019,2019,January,12,Saturday,2,Bourke Street Mall (South),22763
1/13/2019,2019,January,13,Sunday,2,Bourke Street Mall (South),18512
1/14/2019,2019,January,14,Monday,2,Bourke Street Mall (South),21309
1/15/2019,2019,January,15,Tuesday,2,Bourke Street Mall (South),22177
1/16/2019,2019,January,16,Wednesday,2,Bourke Street Mall (South),24519
1/17/2019,2019,January,17,Thursday,2,Bourke Street Mall (South),25170
1/18/2019,2019,January,18,Friday,2,Bourke Street Mall (South),28005
1/19/2019,2019,January,19,Saturday,2,Bourke Street Mall (South),26003
1/20/2019,2019,January,20,Sunday,2,Bourke Street Mall (South),19639
1/21/2019,2019,January,21,Monday,2,Bourke Street Mall (South),24043
1/22/2019,2019,January,22,Tuesday,2,Bourke Street Mall (South),23565
1/23/2019,2019,January,23,Wednesday,2,Bourke Street Mall (South),25241
1/24/2019,2019,January,24,Thursday,2,Bourke Street Mall (South),22929
1/25/2019,2019,January,25,Friday,2,Bourke Street Mall (South),21123
1/26/2019,2019,January,26,Saturday,2,Bourke Street Mall (South),22285
1/27/2019,2019,January,27,Sunday,2,Bourke Street Mall (South),19788
1/28/2019,2019,January,28,Monday,2,Bourke Street Mall (South),15549
1/29/2019,2019,January,29,Tuesday,2,Bourke Street Mall (South),19566
1/30/2019,2019,January,30,Wednesday,2,Bourke Street Mall (South),19013
1/31/2019,2019,January,31,Thursday,2,Bourke Street Mall (South),23454
2/1/2019,2019,February,1,Friday,2,Bourke Street Mall (South),26624
2/2/2019,2019,February,2,Saturday,2,Bourke Street Mall (South),20880
2/3/2019,2019,February,3,Sunday,2,Bourke Street Mall (South),14311
2/4/2019,2019,February,4,Monday,2,Bourke Street Mall (South),21304
2/5/2019,2019,February,5,Tuesday,2,Bourke Street Mall (South),22073
2/6/2019,2019,February,6,Wednesday,2,Bourke Street Mall (South),20765
2/7/2019,2019,February,7,Thursday,2,Bourke Street Mall (South),22503
2/8/2019,2019,February,8,Friday,2,Bourke Street Mall (South),26229
2/9/2019,2019,February,9,Saturday,2,Bourke Street Mall (South),22073
2/10/2019,2019,February,10,Sunday,2,Bourke Street Mall (South),19231
2/11/2019,2019,February,11,Monday,2,Bourke Street Mall (South),21344
2/12/2019,2019,February,12,Tuesday,2,Bourke Street Mall (South),20345
2/13/2019,2019,February,13,Wednesday,2,Bourke Street Mall (South),23375
2/14/2019,2019,February,14,Thursday,2,Bourke Street Mall (South),26376
2/15/2019,2019,February,15,Friday,2,Bourke Street Mall (South),27459
2/16/2019,2019,February,16,Saturday,2,Bourke Street Mall (South),24218
2/17/2019,2019,February,17,Sunday,2,Bourke Street Mall (South),18982
2/18/2019,2019,February,18,Monday,2,Bourke Street Mall (South),21760
2/19/2019,2019,February,19,Tuesday,2,Bourke Street Mall (South),22059
2/20/2019,2019,February,20,Wednesday,2,Bourke Street Mall (South),22851
2/21/2019,2019,February,21,Thursday,2,Bourke Street Mall (South),24738
2/22/2019,2019,February,22,Friday,2,Bourke Street Mall (South),29537
2/23/2019,2019,February,23,Saturday,2,Bourke Street Mall (South),26105
2/24/2019,2019,February,24,Sunday,2,Bourke Street Mall (South),21216
2/25/2019,2019,February,25,Monday,2,Bourke Street Mall (South),21982
2/26/2019,2019,February,26,Tuesday,2,Bourke Street Mall (South),22752
2/27/2019,2019,February,27,Wednesday,2,Bourke Street Mall (South),22842
2/28/2019,2019,February,28,Thursday,2,Bourke Street Mall (South),22068
3/1/2019,2019,March,1,Friday,2,Bourke Street Mall (South),23652
3/2/2019,2019,March,2,Saturday,2,Bourke Street Mall (South),19308
3/3/2019,2019,March,3,Sunday,2,Bourke Street Mall (South),16283
3/4/2019,2019,March,4,Monday,2,Bourke Street Mall (South),21762
3/5/2019,2019,March,5,Tuesday,2,Bourke Street Mall (South),22973
